FIR_ID,Victim_ID
FIR000949,V00721
FIR006774,V01976
FIR003156,V02066
FIR002631,V00697
FIR008653,V00132
FIR000169,V00843
FIR009191,V02563
FIR008783,V02219
FIR000793,V00166
FIR007436,V01984
FIR008722,V02803
FIR001327,V02510
FIR000405,V01483
FIR001781,V02183
FIR007459,V00550
FIR002831,V02468
FIR008199,V00810
FIR008992,V02338
FIR007404,V01325
FIR003184,V01011
FIR004545,V00996
FIR003017,V02933
FIR000186,V01057
FIR006677,V02894
FIR001811,V01541
FIR000256,V02872
FIR000470,V01767
FIR003612,V01239
FIR006815,V00309
FIR009468,V00419
FIR003410,V00854
FIR000271,V01180
FIR003484,V02631
FIR006409,V02476
FIR004318,V02574
FIR000573,V01361
FIR005595,V00062
FIR007980,V01303
FIR005885,V00252
FIR000095,V00224
FIR006332,V02873
FIR009988,V02185
FIR003412,V01160
FIR001381,V02421
FIR007049,V02158
FIR007329,V01911
FIR007966,V00342
FIR009331,V02840
FIR007997,V00479
FIR008015,V02499
FIR002287,V01918
FIR001935,V02384
FIR001687,V02607
FIR007603,V01533
FIR007805,V02027
FIR007535,V00751
FIR007311,V01854
FIR005792,V00346
FIR000405,V02344
FIR001615,V00440
FIR007614,V01094
FIR001414,V02482
FIR004091,V01617
FIR007466,V00371
FIR001328,V02653
FIR002789,V01718
FIR006034,V01440
FIR007793,V00039
FIR008456,V00805
FIR000822,V01907
FIR009834,V01214
FIR001667,V01491
FIR006229,V02475
FIR009631,V01573
FIR005205,V00461
FIR007139,V02124
FIR007894,V01035
FIR008457,V00343
FIR007256,V01445
FIR003519,V01406
FIR006814,V01783
FIR005401,V00271
FIR000623,V01894
FIR004197,V02374
FIR008738,V01961
FIR009671,V01212
FIR003509,V02086
FIR002388,V00173
FIR008059,V01637
FIR008968,V00340
FIR001959,V01955
FIR008966,V02162
FIR005480,V00890
FIR009887,V00737
FIR004864,V01730
FIR006273,V00536
FIR004657,V02031
FIR005968,V00618
FIR002951,V01574
FIR001378,V00299
FIR000382,V02463
FIR008392,V02534
FIR007471,V01380
FIR002452,V01946
FIR008134,V02269
FIR009174,V00137
FIR007498,V01793
FIR005109,V01223
FIR006789,V00909
FIR007906,V01560
FIR004983,V01861
FIR007704,V02700
FIR000628,V02761
FIR007702,V02937
FIR000711,V00996
FIR005688,V01917
FIR005106,V00036
FIR007321,V00095
FIR003543,V00905
FIR002085,V02166
FIR007800,V00971
FIR004380,V00022
FIR000354,V00619
FIR009943,V00417
FIR001075,V00673
FIR006632,V00833
FIR003725,V02973
FIR007343,V02246
FIR006045,V01918
FIR001459,V02027
FIR001788,V01185
FIR001486,V00251
FIR003632,V02499
FIR009362,V00727
FIR003080,V00318
FIR004273,V01318
FIR005156,V01903
FIR007387,V01219
FIR009539,V00501
FIR003989,V00965
FIR009505,V02066
FIR007541,V01327
FIR005252,V01307
FIR005100,V01217
FIR000784,V01137
FIR003477,V00314
FIR000040,V00041
FIR006862,V02221
FIR000873,V02357
FIR007858,V02910
FIR008536,V00710
FIR002437,V02119
FIR002325,V02005
FIR008302,V00140
FIR008465,V00115
FIR003312,V00153
FIR006612,V00098
FIR004538,V00968
FIR009029,V02704
FIR002688,V02059
FIR004035,V00309
FIR005840,V00797
FIR008506,V01931
FIR000974,V02607
FIR007798,V01432
FIR002323,V02900
FIR005021,V00438
FIR007080,V02847
FIR000816,V00989
FIR008726,V02490
FIR003882,V02379
FIR003284,V00505
FIR000382,V01495
FIR000752,V02175
FIR005696,V01253
FIR002844,V01212
FIR000339,V00625
FIR002899,V00162
FIR000647,V01411
FIR004301,V00270
FIR002118,V00126
FIR007416,V00837
FIR005858,V02658
FIR002984,V01239
FIR002723,V01585
FIR003935,V01355
FIR007492,V01528
FIR005292,V00340
FIR005402,V01286
FIR005971,V02711
FIR006412,V02296
FIR001558,V00320
FIR002331,V01033
FIR006329,V00694
FIR008093,V00859
FIR007828,V01959
FIR005602,V00001
FIR000429,V00689
FIR006535,V01075
FIR007556,V00557
FIR001228,V02888
FIR007209,V01591
FIR001837,V01416
FIR003578,V00251
FIR007979,V00517
FIR001777,V01708
FIR008888,V00774
FIR000146,V01948
FIR002514,V01539
FIR000554,V02460
FIR002961,V00695
FIR007358,V01418
FIR000652,V02314
FIR002820,V01021
FIR001126,V01830
FIR001768,V01417
FIR005096,V01195
FIR001223,V02768
FIR000579,V00981
FIR009746,V01011
FIR000961,V01333
FIR000884,V01655
FIR007443,V02744
FIR000014,V00536
FIR000433,V00483
FIR003141,V02043
FIR009102,V00773
FIR009233,V01571
FIR001275,V01630
FIR006929,V00929
FIR001043,V02927
FIR004350,V00827
FIR005325,V01968
FIR005896,V00271
FIR006750,V00159
FIR009328,V01147
FIR002399,V02877
FIR002962,V02837
FIR008418,V01358
FIR002105,V02024
FIR002812,V02648
FIR001621,V00747
FIR001914,V00456
FIR000829,V00852
FIR003519,V02376
FIR000037,V02350
FIR002483,V00837
FIR007594,V02832
FIR005167,V00057
FIR007582,V00634
FIR000742,V00541
FIR002350,V01867
FIR005099,V00356
FIR008236,V00985
FIR004104,V00045
FIR009273,V01169
FIR006707,V02766
FIR000709,V01688
FIR002219,V00335
FIR006268,V02758
FIR008452,V02160
FIR003267,V02632
FIR002469,V02267
FIR002286,V02897
FIR003241,V01586
FIR004697,V00859
FIR000353,V00264
FIR007494,V02729
FIR003816,V01896
FIR009770,V02656
FIR008121,V02405
FIR009514,V00733
FIR001709,V00020
FIR005846,V02057
FIR007719,V00029
FIR005175,V01915
FIR008342,V02611
FIR000399,V01974
FIR003363,V02755
FIR007150,V00124
FIR005417,V00077
FIR007367,V00459
FIR002546,V02260
FIR002602,V01546
FIR008698,V00189
FIR008706,V00629
FIR001863,V02241
FIR001723,V02703
FIR006297,V00048
FIR002754,V02996
FIR003341,V00310
FIR000423,V00197
FIR005577,V01348
FIR008266,V01323
FIR008619,V01380
FIR004272,V00857
FIR008079,V01411
FIR009795,V02493
FIR006754,V01450
FIR009584,V02403
FIR002351,V02995
FIR004078,V01131
FIR004595,V00647
FIR002318,V02002
FIR001806,V00227
FIR000936,V01274
FIR008734,V00565
FIR000776,V02200
FIR006275,V02189
FIR005593,V02710
FIR009771,V01904
FIR007824,V02557
FIR007855,V02296
FIR007496,V02795
FIR001585,V01592
FIR004846,V01611
FIR001066,V01139
FIR002218,V00085
FIR008012,V00201
FIR004426,V02455
FIR000190,V00350
FIR002552,V00208
FIR003377,V01144
FIR009874,V02539
FIR002906,V00115
FIR009772,V00548
FIR007900,V02456
FIR003954,V01700
FIR009136,V00281
FIR004959,V01165
FIR009899,V00673
FIR000184,V02539
FIR003347,V01032
FIR003445,V01530
FIR009645,V00542
FIR002513,V00393
FIR006269,V00185
FIR001634,V00822
FIR008043,V02797
FIR003408,V01197
FIR002240,V01504
FIR008963,V00580
FIR007697,V01691
FIR000290,V02647
FIR002324,V01404
FIR002250,V00059
FIR006716,V01614
FIR001734,V02247
FIR002469,V02680
FIR003411,V02819
FIR000307,V02362
FIR002773,V00792
FIR008979,V02510
FIR006919,V00040
FIR003517,V01301
FIR001447,V00771
FIR004406,V02941
FIR005103,V01374
FIR001983,V01821
FIR001799,V00096
FIR005994,V00860
FIR008356,V02406
FIR004946,V02261
FIR002550,V00929
FIR009949,V00767
FIR004060,V01544
FIR004135,V01636
FIR004183,V00739
FIR004815,V01310
FIR003565,V01400
FIR002223,V00946
FIR005070,V02445
FIR002514,V01966
FIR007009,V01862
FIR000588,V01045
FIR004153,V02337
FIR007194,V02285
FIR003744,V01532
FIR006853,V02004
FIR007950,V02244
FIR008472,V01125
FIR000323,V02790
FIR006932,V00575
FIR009776,V00049
FIR002887,V02244
FIR005774,V01097
FIR000815,V02166
FIR000695,V02543
FIR001207,V02423
FIR006553,V02454
FIR004261,V00984
FIR008061,V02109
FIR000857,V01181
FIR007763,V00607
FIR009900,V02822
FIR005691,V01604
FIR007717,V01163
FIR005466,V00504
FIR002836,V02975
FIR002605,V02805
FIR000045,V02093
FIR006346,V01292
FIR002158,V00949
FIR007989,V01109
FIR007916,V00211
FIR009492,V02878
FIR005176,V00737
FIR005218,V02682
FIR006040,V01865
FIR003431,V00493
FIR009796,V01162
FIR004579,V01105
FIR007427,V02242
FIR003631,V00078
FIR000658,V02029
FIR001456,V00554
FIR004656,V00187
FIR002992,V02630
FIR001994,V02941
FIR003863,V02698
FIR000331,V00020
FIR001854,V01245
FIR006567,V00664
FIR001525,V02252
FIR006126,V01585
FIR000363,V02147
FIR003444,V02832
FIR007230,V02246
FIR004791,V00840
FIR006585,V00419
FIR001546,V00967
FIR007689,V00460
FIR009944,V01254
FIR001473,V01434
FIR009482,V00896
FIR007324,V01055
FIR003168,V01113
FIR004203,V00002
FIR009290,V02920
FIR009956,V02400
FIR009078,V02246
FIR004147,V01494
FIR008936,V00198
FIR007429,V01649
FIR006996,V02940
FIR001363,V02274
FIR000002,V01321
FIR003335,V02252
FIR007699,V01120
FIR003848,V00585
FIR004230,V01232
FIR008911,V00175
FIR007491,V02864
FIR001736,V01387
FIR009375,V01474
FIR009956,V01429
FIR004492,V02444
FIR001330,V01802
FIR007952,V00728
FIR003919,V00853
FIR005543,V01355
FIR002613,V01322
FIR001295,V00265
FIR004832,V00070
FIR008673,V00096
FIR001626,V01765
FIR006641,V00071
FIR003273,V02189
FIR003654,V02435
FIR001789,V01042
FIR004880,V00692
FIR000442,V00037
FIR001563,V01310
FIR002283,V01406
FIR008254,V00103
FIR006712,V00967
FIR005157,V01913
FIR002486,V02982
FIR006377,V00943
FIR005037,V00069
FIR004853,V00435
FIR001980,V01465
FIR009853,V02932
FIR001952,V01955
FIR009123,V01223
FIR007728,V02307
FIR000785,V00802
FIR004386,V01677
FIR005734,V02184
FIR000479,V00320
FIR000448,V02332
FIR006242,V02399
FIR009381,V02859
FIR008308,V00404
FIR006005,V00070
FIR001256,V00259
FIR009169,V01355
FIR007410,V02641
FIR000510,V02553
FIR003009,V00977
FIR003791,V00441
FIR008609,V02499
FIR007143,V01577
FIR005328,V02869
FIR003088,V01020
FIR002534,V02961
FIR002870,V02188
FIR003825,V00180
FIR002569,V00374
FIR005803,V00365
FIR002542,V01853
FIR008769,V00969
FIR004579,V00381
FIR003714,V00090
FIR001955,V02588
FIR000310,V00555
FIR000272,V01971
FIR003343,V02470
FIR009375,V02183
FIR003418,V02084
FIR005040,V00964
FIR007882,V02224
FIR001149,V02090
FIR008361,V00806
FIR008098,V00402
FIR006572,V01757
FIR001483,V02479
FIR003828,V01407
FIR003891,V02995
FIR008905,V01808
FIR002801,V02147
FIR002543,V01190
FIR003821,V01796
FIR002051,V02665
FIR008932,V02763
FIR004211,V01589
FIR009011,V02685
FIR005246,V01343
FIR005447,V01997
FIR004314,V00116
FIR005123,V02853
FIR004791,V02208
FIR000681,V00795
FIR004944,V02290
FIR006984,V02657
FIR009309,V00683
FIR000512,V01250
FIR007811,V02996
FIR001358,V01042
FIR002053,V02913
FIR000987,V01233
FIR008771,V02972
FIR000458,V00540
FIR007456,V01642
FIR007976,V00365
FIR005332,V00143
FIR005567,V01503
FIR001044,V00866
FIR001916,V00960
FIR002048,V02005
FIR002487,V00271
FIR007446,V00185
FIR000519,V00475
FIR006749,V00463
FIR003026,V02800
FIR008189,V01581
FIR009365,V00825
FIR005117,V01140
FIR001053,V00606
FIR002848,V01043
FIR005426,V00441
FIR000186,V02852
FIR005550,V00547
FIR009463,V00502
FIR003879,V00415
FIR005210,V00089
FIR001360,V02447
FIR000617,V02962
FIR004740,V01173
FIR001466,V02963
FIR009719,V00557
FIR008037,V02584
FIR005731,V00514
FIR007401,V02430
FIR002127,V01519
FIR003671,V02717
FIR002475,V01738
FIR001014,V01584
FIR002734,V00349
FIR001373,V02503
FIR002133,V00631
FIR004482,V01945
FIR003190,V02105
FIR001590,V00887
FIR000266,V01634
FIR006609,V02349
FIR005336,V01958
FIR004422,V02072
FIR007196,V00723
FIR001577,V02604
FIR009079,V02124
FIR009442,V00984
FIR003246,V00041
FIR007702,V01422
FIR004483,V02353
FIR000163,V00944
FIR003427,V00105
FIR008207,V01620
FIR002801,V02694
FIR005169,V00892
FIR007208,V02283
FIR001246,V00572
FIR007789,V00003
FIR002570,V02527
FIR001776,V00749
FIR000428,V00883
FIR000843,V00422
FIR009661,V01051
FIR004782,V00322
FIR004970,V00619
FIR001111,V00765
FIR007330,V02906
FIR007530,V02348
FIR001924,V02896
FIR000016,V00464
FIR000069,V01712
FIR003261,V02829
FIR007315,V00202
FIR009104,V01232
FIR000669,V01616
FIR005877,V00298
FIR000247,V00725
FIR007024,V02949
FIR002563,V01871
FIR001435,V00681
FIR000046,V01684
FIR007456,V01062
FIR007323,V02169
FIR005442,V01362
FIR006196,V02514
FIR001936,V00082
FIR008926,V00905
FIR006720,V02174
FIR002158,V00900
FIR000114,V01295
FIR005526,V01451
FIR007537,V01423
FIR000126,V00651
FIR008185,V01680
FIR005996,V02374
FIR003405,V00162
FIR004087,V00344
FIR001510,V00684
FIR006497,V00613
FIR008581,V02188
FIR002509,V00816
FIR006261,V01461
FIR008261,V00636
FIR007445,V02987
FIR005687,V01774
FIR004914,V00025
FIR005670,V02438
FIR002185,V02661
FIR004024,V01623
FIR007490,V01812
FIR003843,V00976
FIR001030,V00901
FIR002725,V00084
FIR000897,V02475
FIR008151,V01603
FIR001134,V00696
FIR003839,V00276
FIR005574,V00612
FIR007491,V02955
FIR004416,V01223
FIR008133,V02448
FIR003224,V02119
FIR007966,V02905
FIR001592,V00300
FIR003146,V00295
FIR003283,V01221
FIR002113,V02367
FIR009103,V01818
FIR008467,V02038
FIR001420,V01359
FIR001835,V01467
FIR008889,V02057
FIR006490,V01550
FIR003634,V00278
FIR007841,V01430
FIR001695,V00467
FIR003817,V02441
FIR003389,V00222
FIR009021,V01459
FIR001631,V02395
FIR007789,V00543
FIR002026,V02941
FIR008511,V00149
FIR001813,V02552
FIR008166,V01108
FIR006592,V01001
FIR001964,V00522
FIR001911,V02482
FIR005419,V01836
FIR009782,V02188
FIR002292,V00260
FIR008408,V02903
FIR000330,V01698
FIR003875,V01543
FIR002147,V01635
FIR003365,V02409
FIR009820,V00879
FIR006994,V02886
FIR002346,V00885
FIR005638,V01340
FIR000589,V02843
FIR000152,V01940
FIR001709,V01261
FIR007274,V01984
FIR003483,V00027
FIR005375,V01835
FIR009926,V01964
FIR005613,V02845
FIR009037,V00032
FIR003046,V02591
FIR001161,V02167
FIR003820,V01644
FIR009585,V02004
FIR009344,V00369
FIR000973,V01999
FIR006172,V02555
FIR007087,V00276
FIR008683,V01203
FIR001747,V00943
FIR008454,V02297
FIR003467,V02346
FIR002937,V00525
FIR008372,V02962
FIR004445,V02987
FIR003445,V00036
FIR004123,V00241
FIR003263,V02021
FIR006572,V00362
FIR003019,V00887
FIR000719,V01687
FIR008954,V00852
FIR002706,V00787
FIR007745,V02594
FIR003618,V02703
FIR006250,V02712
FIR002027,V01636
FIR008100,V00745
FIR007611,V02232
FIR009294,V00910
FIR000534,V02124
FIR001130,V01753
FIR001463,V02975
FIR005065,V02070
FIR002902,V02864
FIR009618,V01672
FIR007779,V02452
FIR008390,V02181
FIR003597,V01591
FIR008815,V00562
FIR003876,V02842
FIR002036,V02287
FIR007667,V02727
FIR006270,V01321
FIR000396,V01059
FIR001250,V00566
FIR008041,V00313
FIR002247,V00830
FIR007414,V01737
FIR008414,V01895
FIR009815,V01229
FIR004635,V02336
FIR004104,V01114
FIR002749,V00284
FIR001244,V01607
FIR000423,V01312
FIR006382,V02403
FIR000230,V00618
FIR003086,V01469
FIR008186,V00957
FIR006386,V02824
FIR004467,V01448
FIR004386,V01791
FIR000848,V01203
FIR007252,V00507
FIR003312,V02165
FIR004328,V02183
FIR006270,V01085
FIR008282,V00258
FIR002718,V01043
FIR005075,V00181
FIR006090,V00594
FIR006875,V01177
FIR000568,V02500
FIR005339,V02600
FIR006114,V00191
FIR004857,V02648
FIR006704,V00121
FIR006039,V02266
FIR005155,V01694
FIR004699,V01497
FIR007666,V02582
FIR005966,V00623
FIR007684,V01372
FIR004234,V01367
FIR004680,V02543
FIR005483,V01272
FIR006442,V02831
FIR002419,V00037
FIR008845,V00194
FIR007232,V02958
FIR008968,V00980
FIR002842,V01889
FIR008753,V01743
FIR009549,V02719
FIR006969,V02161
FIR002039,V00761
FIR004726,V02613
FIR003438,V00551
FIR005160,V02863
FIR008025,V01524
FIR004790,V01208
FIR002038,V02873
FIR004507,V01606
FIR007468,V02388
FIR007570,V02913
FIR001838,V02165
FIR002409,V02113
FIR007928,V01757
FIR005155,V00355
FIR002683,V01629
FIR002140,V02313
FIR003815,V00242
FIR007269,V01268
FIR004299,V00340
FIR004440,V02957
FIR008014,V01577
FIR004769,V02088
FIR009073,V02863
FIR008203,V02575
FIR005202,V00889
FIR007283,V01868
FIR005724,V01854
FIR004812,V02769
FIR001437,V01324
FIR005084,V00279
FIR007730,V01797
FIR006571,V02920
FIR002872,V01755
FIR000463,V01341
FIR004749,V00299
FIR008581,V00941
FIR002777,V00452
FIR009503,V01262
FIR009529,V01518
FIR000830,V01971
FIR009338,V01781
FIR004392,V00758
FIR006186,V02114
FIR001936,V01321
FIR002205,V00169
FIR007164,V02740
FIR001220,V01010
FIR001679,V01042
FIR002245,V00002
FIR003785,V01952
FIR000207,V02325
FIR003082,V00575
FIR002760,V01422
FIR003876,V02120
FIR000141,V00716
FIR000779,V00760
FIR004199,V00725
FIR004454,V02147
FIR007759,V02021
FIR002556,V00270
FIR008103,V00517
FIR008779,V02555
FIR005784,V01933
FIR001885,V00751
FIR009358,V00265
FIR004366,V01264
FIR004662,V02636
FIR009163,V02514
FIR007340,V01111
FIR008145,V02896
FIR000514,V01241
FIR007687,V00299
FIR001972,V02434
FIR006717,V01425
FIR009162,V02703
FIR000019,V02649
FIR009266,V01449
FIR001459,V00173
FIR003271,V00079
FIR004378,V00346
FIR003063,V01389
FIR003473,V01921
FIR001147,V02471
FIR006378,V01468
FIR008061,V01662
FIR005147,V00918
FIR003012,V01797
FIR006731,V01085
FIR004112,V00016
FIR000156,V01213
FIR008291,V00911
FIR009916,V00725
FIR001436,V01018
FIR003461,V02672
FIR006547,V00888
FIR002791,V02501
FIR001404,V01930
FIR007924,V01483
FIR005632,V01872
FIR004886,V02184
FIR002511,V02872
FIR000562,V00148
FIR005426,V02942
FIR002667,V00613
FIR001348,V01098
FIR005601,V02668
FIR003500,V01742
FIR000069,V00619
FIR002423,V02596
FIR007571,V02643
FIR008208,V02018
FIR008491,V01225
FIR001269,V00640
FIR005015,V00862
FIR003769,V00904
FIR009044,V00769
FIR005731,V00287
FIR009565,V02326
FIR002346,V01469
FIR004319,V02168
FIR000402,V00131
FIR001502,V01823
FIR000559,V00291
FIR006690,V02140
FIR004469,V00545
FIR004066,V02521
FIR002892,V01337
FIR001705,V00358
FIR003184,V00198
FIR008072,V02032
FIR002213,V00038
FIR009856,V00786
FIR007771,V01055
FIR003733,V01400
FIR003248,V02783
FIR004734,V01555
FIR009626,V02167
FIR000627,V01237
FIR001993,V02897
FIR002256,V00090
FIR006070,V00841
FIR004854,V02305
FIR001783,V02149
FIR001083,V02304
FIR008983,V02634
FIR009378,V00524
FIR007037,V02570
FIR000663,V00399
FIR000643,V01433
FIR006675,V02534
FIR007912,V02383
FIR009241,V00041
FIR005776,V00784
FIR007808,V00995
FIR002256,V00006
FIR003097,V02287
FIR004665,V01397
FIR009078,V00184
FIR008435,V00855
FIR008346,V02469
FIR005977,V01208
FIR004853,V01430
FIR003022,V02759
FIR000456,V00150
FIR004855,V00417
FIR000226,V01709
FIR009005,V00182
FIR006760,V01941
FIR005363,V01539
FIR008459,V02358
FIR008250,V01367
FIR007937,V00459
FIR002244,V01863
FIR003118,V01342
FIR007271,V00998
FIR002999,V01776
FIR002817,V00395
FIR009930,V02102
FIR003175,V01908
FIR003383,V02361
FIR002573,V01261
FIR004065,V00504
FIR009280,V00876
FIR005032,V02647
FIR003379,V00051
FIR007689,V02336
FIR004635,V01977
FIR007023,V00213
FIR002841,V00597
FIR008253,V01901
FIR006150,V01821
FIR002655,V00563
FIR007528,V01200
FIR002336,V02321
FIR002903,V02473
FIR003558,V01190
FIR007052,V00509
FIR000715,V01336
FIR007233,V01942
FIR007526,V02398
FIR007211,V02226
FIR000275,V01960
FIR001980,V02199
FIR007307,V02966
FIR009215,V01344
FIR009715,V01926
FIR007788,V00366
FIR004538,V00558
FIR005780,V02995
FIR004752,V01866
FIR000204,V00364
FIR003112,V02604
FIR000652,V00591
FIR000657,V01744
FIR000927,V02574
FIR000276,V00326
FIR008822,V00224
FIR005275,V00905
FIR007290,V00981
FIR000298,V02758
FIR009675,V01190
FIR004108,V00483
FIR003790,V01639
FIR009815,V02090
FIR000504,V00768
FIR006770,V01213
FIR002644,V01147
FIR006296,V01043
FIR004918,V00527
FIR000308,V01028
FIR006382,V00597
FIR002764,V01852
FIR008102,V00568
FIR000941,V00916
FIR007805,V00720
FIR009435,V01413
FIR008025,V01367
FIR004172,V00771
FIR007377,V01823
FIR002352,V01350
FIR006636,V00028
FIR003188,V02154
FIR009473,V00899
FIR005788,V00470
FIR009723,V02950
FIR003328,V02799
FIR008522,V02816
FIR009433,V00800
FIR007437,V01565
FIR004750,V01429
FIR009381,V01989
FIR003885,V01376
FIR008842,V00872
FIR002376,V01458
FIR002755,V00570
FIR004720,V00180
FIR003094,V02762
FIR004661,V02951
FIR007175,V00841
FIR001814,V02291
FIR007170,V00625
FIR006971,V02037
FIR001780,V01620
FIR001246,V00196
FIR006200,V02342
FIR006917,V02128
FIR007463,V02740
FIR001040,V02463
FIR009239,V02487
FIR001841,V00065
FIR004241,V00990
FIR005087,V01066
FIR005233,V01835
FIR007660,V01879
FIR001239,V02580
FIR008981,V02699
FIR002395,V02427
FIR002937,V02144
FIR003107,V00176
FIR009196,V00170
FIR000476,V01854
FIR000203,V00579
FIR006913,V01778
FIR003716,V02459
FIR008308,V01989
FIR009269,V02019
FIR000204,V02711
FIR007741,V01161
FIR005396,V00500
FIR003182,V02310
FIR003733,V01842
FIR004969,V00099
FIR008223,V01582
FIR005799,V01810
FIR004377,V02966
FIR003077,V00831
FIR003835,V02873
FIR003314,V00221
FIR004983,V00821
FIR005500,V02113
FIR003688,V00498
FIR000756,V01536
FIR000669,V02917
FIR006411,V00159
FIR009930,V01001
FIR000427,V01833
FIR000072,V01226
FIR002214,V02838
FIR005199,V01259
FIR009764,V01665
FIR005848,V01820
FIR009914,V00248
FIR005995,V02116
FIR002608,V01165
FIR003258,V02726
FIR001715,V02555
FIR004163,V02968
FIR007984,V00769
FIR009788,V02590
FIR001591,V00557
FIR000703,V02037
FIR000909,V01569
FIR003705,V01683
FIR008899,V01665
FIR003543,V02038
FIR006640,V00875
FIR001490,V01219
FIR006051,V01040
FIR004860,V01725
FIR004410,V00885
FIR009384,V02233
FIR003168,V00236
FIR003668,V02887
FIR009946,V00418
FIR000380,V00627
FIR005614,V02736
FIR001231,V00013
FIR005724,V01444
FIR003366,V00050
FIR002091,V01357
FIR002365,V00953
FIR005374,V01283
FIR008940,V00434
FIR004980,V01831
FIR002612,V01966
FIR006027,V02292
FIR000402,V01851
FIR002033,V01082
FIR002455,V00604
FIR008353,V02701
FIR002016,V02912
FIR001859,V02617
FIR008705,V00378
FIR005614,V00482
FIR001650,V00110
FIR002069,V02938
FIR005788,V02132
FIR002988,V00930
FIR009837,V01499
FIR006998,V01733
FIR005431,V00787
FIR001714,V02989
FIR008176,V00826
FIR008530,V01703
FIR001134,V01530
FIR001324,V02310
FIR002606,V01975
FIR003026,V00398
FIR007018,V00451
FIR005266,V02310
FIR006440,V00453
FIR002064,V01372
FIR004912,V01535
FIR002815,V02343
FIR000762,V02607
FIR009797,V01045
FIR000839,V01846
FIR007514,V00713
FIR002397,V01539
FIR003908,V02054
FIR009941,V02616
FIR001635,V02180
FIR000499,V01409
FIR007366,V01484
FIR009232,V00573
FIR001022,V00011
FIR004523,V00423
FIR005966,V01642
FIR009125,V02755
FIR001810,V00009
FIR008873,V02822
FIR002854,V00614
FIR009019,V01318
FIR006642,V01099
FIR007293,V00085
FIR005353,V02747
FIR002598,V01297
FIR004063,V02616
FIR004769,V02252
FIR005636,V01284
FIR007339,V01502
FIR007238,V00198
FIR007333,V02864
FIR008529,V00936
FIR008793,V02279
FIR009535,V00777
FIR006433,V02220
FIR005326,V02570
FIR006884,V00329
FIR004567,V01199
FIR004558,V02066
FIR004841,V00397
FIR003238,V02348
FIR006820,V00293
FIR001367,V01255
FIR000252,V00659
FIR009937,V01379
FIR006473,V01669
FIR006888,V01176
FIR003977,V02770
FIR003922,V01684
FIR003562,V00180
FIR005096,V02038
FIR002464,V02355
FIR009452,V01520
FIR004191,V01466
FIR003736,V01081
FIR009370,V02055
FIR008255,V00881
FIR009076,V00506
FIR000541,V00468
FIR003248,V01299
FIR001049,V00808
FIR000809,V02613
FIR004167,V02693
FIR009902,V01646
FIR008502,V02513
FIR007864,V02449
FIR002665,V00184
FIR006328,V02975
FIR009461,V00679
FIR004016,V02453
FIR003604,V00623
FIR000004,V01609
FIR006655,V02006
FIR008753,V01537
FIR008807,V02164
FIR007590,V01147
FIR005766,V00852
FIR003151,V01661
FIR003425,V00471
FIR005058,V00556
FIR001925,V00142
FIR001180,V02360
FIR004648,V00160
FIR009787,V00273
FIR002866,V02952
FIR002693,V02639
FIR002717,V02893
FIR008881,V00290
FIR009574,V02358
FIR009381,V01031
FIR009103,V01899
FIR007230,V00752
FIR008232,V00791
FIR001761,V01791
FIR001906,V00364
FIR004129,V02401
FIR001187,V01776
FIR000534,V00089
FIR009526,V01913
FIR002611,V00397
FIR001140,V02885
FIR002823,V00141
FIR002887,V02329
FIR008020,V02899
FIR008417,V02258
FIR008198,V01607
FIR002766,V01123
FIR005747,V01582
FIR005147,V01667
FIR009359,V00039
FIR000812,V02937
FIR009138,V02080
FIR000605,V02057
FIR005953,V02579
FIR001955,V00528
FIR009182,V02453
FIR003636,V01538
FIR008120,V02035
FIR007240,V00974
FIR004438,V02335
FIR001805,V02039
FIR006543,V02495
FIR006465,V00164
FIR000980,V00369
FIR008220,V02999
FIR000523,V00571
FIR005537,V01274
FIR007655,V02941
FIR009272,V00092
FIR004713,V00208
FIR002051,V00941
FIR008325,V02143
FIR001259,V01940
FIR006158,V00212
FIR007457,V02489
FIR005425,V02546
FIR006772,V02017
FIR008293,V01209
FIR008551,V00381
FIR004670,V02926
FIR007386,V00137
FIR007318,V02373
FIR001351,V01325
FIR008141,V01256
FIR003236,V00580
FIR002160,V00705
FIR009468,V02770
FIR004210,V02163
FIR001282,V02272
FIR009314,V01823
FIR005703,V02275
FIR004101,V00270
FIR007447,V02681
FIR007177,V02044
FIR003881,V02261
FIR005607,V00022
FIR001261,V00469
FIR003160,V00257
FIR004188,V02088
FIR006858,V02639
FIR004786,V02571
FIR001539,V00441
FIR008501,V00739
FIR007331,V00709
FIR006704,V02494
FIR009563,V00356
FIR009930,V00485
FIR007166,V01623
FIR008211,V02423
FIR009979,V00132
FIR001045,V02930
FIR003328,V01225
FIR009141,V01053
FIR004567,V01527
FIR000411,V00403
FIR007371,V01952
FIR004703,V01867
FIR002027,V01490
FIR000275,V01709
FIR005494,V00091
FIR003227,V00622
FIR007773,V02275
FIR009071,V00672
FIR009223,V00375
FIR000068,V02866
FIR009531,V00211
FIR001365,V00232
FIR006528,V02581
FIR003520,V02801
FIR001277,V00584
FIR004085,V02018
FIR003290,V01145
FIR004224,V02540
FIR000397,V00377
FIR008132,V01462
FIR009632,V01986
FIR003057,V01546
FIR003084,V00566
FIR003821,V01177
FIR001918,V02401
FIR005797,V00018
FIR006496,V02032
FIR002037,V02515
FIR008689,V02937
FIR000402,V02291
FIR002347,V02000
