FIR_ID,Accused_ID
FIR007700,A00079
FIR002541,A00441
FIR001248,A01203
FIR009863,A00203
FIR006678,A00164
FIR007980,A01389
FIR007657,A01069
FIR003195,A00046
FIR005251,A01475
FIR007740,A00325
FIR005835,A00833
FIR002641,A00212
FIR002079,A00002
FIR002884,A00038
FIR007231,A00748
FIR006981,A00661
FIR003160,A01847
FIR006239,A01154
FIR008291,A00326
FIR004738,A00688
FIR008554,A01096
FIR003584,A01314
FIR007859,A00031
FIR007677,A01253
FIR003109,A00249
FIR004774,A00246
FIR004842,A00600
FIR002810,A01007
FIR006371,A00282
FIR003785,A01646
FIR002675,A00596
FIR006484,A00694
FIR005838,A00799
FIR004126,A01273
FIR003244,A00771
FIR006496,A01021
FIR001610,A01864
FIR002251,A01205
FIR001695,A01422
FIR003371,A01374
FIR009414,A00911
FIR007963,A01142
FIR004151,A01108
FIR000909,A00034
FIR009346,A00827
FIR007039,A00857
FIR007963,A01301
FIR005718,A00022
FIR007599,A00208
FIR004895,A00525
FIR007478,A01548
FIR004883,A01065
FIR009823,A00671
FIR004024,A01491
FIR006626,A00434
FIR005744,A00163
FIR009917,A01717
FIR007221,A01987
FIR001641,A00163
FIR003333,A01871
FIR001957,A01041
FIR007970,A01310
FIR006345,A01627
FIR002582,A01025
FIR005332,A01972
FIR005954,A01666
FIR008082,A00498
FIR006315,A01320
FIR007846,A00531
FIR001449,A00282
FIR007390,A00662
FIR008603,A01104
FIR007163,A01552
FIR002542,A00505
FIR003424,A00099
FIR002433,A00766
FIR006057,A01846
FIR003020,A01956
FIR002512,A01185
FIR004978,A00478
FIR009862,A00711
FIR002437,A00692
FIR003283,A00106
FIR000130,A01360
FIR003175,A00584
FIR001304,A00919
FIR003236,A00983
FIR006164,A01060
FIR000728,A01592
FIR004649,A01862
FIR000519,A01398
FIR009642,A00491
FIR006137,A01055
FIR005282,A01504
FIR004865,A00737
FIR007253,A01150
FIR009627,A00760
FIR000789,A01354
FIR009341,A00062
FIR009628,A00945
FIR007508,A00967
FIR003569,A01918
FIR004194,A00983
FIR007801,A00397
FIR000346,A01589
FIR006636,A01014
FIR002353,A00184
FIR005102,A00269
FIR008039,A00289
FIR003751,A01994
FIR006616,A01604
FIR004588,A00982
FIR009159,A00417
FIR002372,A01325
FIR003498,A01936
FIR005830,A01635
FIR007075,A00781
FIR008883,A00771
FIR003976,A01725
FIR003627,A00128
FIR005754,A00378
FIR004704,A00353
FIR009718,A00702
FIR008816,A01399
FIR009576,A01813
FIR003242,A01251
FIR004382,A01848
FIR001846,A00419
FIR002457,A00017
FIR002294,A01486
FIR000632,A00833
FIR005264,A00558
FIR006300,A00564
FIR002775,A00594
FIR004052,A00559
FIR001887,A01852
FIR005221,A01996
FIR001376,A01447
FIR008972,A01111
FIR002203,A00263
FIR007650,A00506
FIR008071,A01415
FIR005941,A00165
FIR009865,A00611
FIR005517,A00108
FIR006206,A00223
FIR002098,A00492
FIR001290,A00060
FIR006707,A01041
FIR003691,A00118
FIR003866,A00787
FIR008262,A01081
FIR006896,A01115
FIR000956,A01902
FIR006130,A00329
FIR009460,A01253
FIR007304,A01495
FIR002300,A01037
FIR006997,A01283
FIR009966,A01238
FIR006211,A01327
FIR007543,A01346
FIR005394,A00686
FIR003551,A01445
FIR001897,A01205
FIR008594,A01322
FIR003422,A01399
FIR005227,A01895
FIR004050,A00787
FIR009308,A00209
FIR008360,A01976
FIR004452,A01246
FIR003135,A00292
FIR008594,A01887
FIR005925,A00397
FIR000732,A01907
FIR007763,A01144
FIR002403,A01306
FIR002447,A00052
FIR009553,A01317
FIR008132,A01902
FIR009615,A01299
FIR009781,A01166
FIR003451,A01860
FIR003530,A01502
FIR000161,A00566
FIR000854,A01280
FIR007575,A00580
FIR001307,A01324
FIR005102,A01656
FIR008431,A00517
FIR007054,A01860
FIR003996,A00083
FIR003591,A01402
FIR006728,A00628
FIR000511,A00875
FIR004735,A00455
FIR005675,A00086
FIR004681,A01473
FIR007756,A01759
FIR004674,A00699
FIR009990,A01479
FIR000237,A01657
FIR003912,A01176
FIR003577,A01768
FIR009022,A01644
FIR007245,A01644
FIR009264,A01367
FIR007116,A00751
FIR003880,A01905
FIR007538,A00017
FIR006210,A01894
FIR006276,A00657
FIR005290,A00170
FIR001286,A00191
FIR007272,A01548
FIR008183,A00823
FIR008439,A00258
FIR001272,A01222
FIR004692,A01211
FIR000623,A00629
FIR002190,A01785
FIR000034,A00925
FIR009977,A01255
FIR001837,A00975
FIR006526,A00718
FIR008787,A01981
FIR002927,A00721
FIR001661,A00962
FIR005690,A01659
FIR008330,A01276
FIR005397,A00663
FIR001388,A00211
FIR006452,A01891
FIR005160,A01055
FIR002282,A01826
FIR001413,A00305
FIR001446,A01332
FIR000155,A00922
FIR008301,A00111
FIR001450,A00384
FIR008428,A01417
FIR003506,A00659
FIR000668,A01708
FIR001103,A01603
FIR000124,A01159
FIR007372,A00444
FIR005887,A00756
FIR003584,A01027
FIR001552,A00612
FIR007447,A00823
FIR009656,A01659
FIR006290,A00701
FIR006570,A00332
FIR007446,A01990
FIR002021,A00706
FIR007562,A01078
FIR009287,A01525
FIR006053,A00815
FIR001744,A00757
FIR000032,A00736
FIR000724,A00232
FIR007720,A01975
FIR005053,A01435
FIR006217,A00102
FIR004881,A01494
FIR001386,A00582
FIR007631,A01446
FIR004410,A00888
FIR008161,A00338
FIR005548,A01365
FIR004493,A01409
FIR009179,A00651
FIR005980,A00558
FIR002839,A00530
FIR006058,A01984
FIR005680,A01040
FIR009695,A00446
FIR006540,A01678
FIR005061,A00741
FIR006844,A00260
FIR008436,A00298
FIR006080,A00115
FIR004938,A00866
FIR005193,A00407
FIR001405,A01694
FIR006679,A00313
FIR008584,A01625
FIR003408,A00336
FIR003475,A00540
FIR007915,A01963
FIR005291,A01162
FIR000902,A00347
FIR005402,A00608
FIR003358,A00986
FIR000858,A00849
FIR002513,A01920
FIR005863,A00161
FIR004024,A00651
FIR003021,A01133
FIR005150,A01735
FIR004030,A00173
FIR005748,A00524
FIR008809,A01981
FIR000664,A01512
FIR001196,A01386
FIR004735,A01763
FIR006818,A00812
FIR006949,A00893
FIR006077,A00980
FIR002491,A00230
FIR007481,A01253
FIR000650,A01150
FIR008871,A00528
FIR006236,A01793
FIR002928,A00098
FIR001267,A01235
FIR009356,A00128
FIR002472,A01529
FIR004223,A01592
FIR005382,A01627
FIR003321,A01339
FIR006609,A00664
FIR004318,A00205
FIR005840,A01769
FIR000413,A00511
FIR007672,A00924
FIR000050,A01341
FIR004428,A01249
FIR008442,A00597
FIR001577,A00562
FIR002575,A01572
FIR005580,A01182
FIR008689,A00880
FIR007401,A00941
FIR006169,A00568
FIR001934,A00316
FIR008589,A00330
FIR003467,A00648
FIR000398,A01637
FIR006860,A00396
FIR009081,A00337
FIR007548,A01880
FIR004121,A01856
FIR007277,A01087
FIR005202,A01217
FIR000917,A01083
FIR005211,A01624
FIR005837,A00463
FIR005064,A01398
FIR000277,A01029
FIR003364,A00578
FIR003510,A01845
FIR008737,A00341
FIR008246,A01401
FIR000450,A00969
FIR001551,A00053
FIR007708,A00981
FIR001801,A00283
FIR009604,A00229
FIR003313,A01314
FIR002224,A01269
FIR008999,A00313
FIR002238,A01695
FIR007738,A00434
FIR001779,A00692
FIR002282,A01482
FIR006347,A01395
FIR003829,A00904
FIR004525,A00351
FIR006496,A00703
FIR008245,A00416
FIR000266,A01118
FIR005706,A01284
FIR002670,A01366
FIR002128,A00101
FIR006002,A00513
FIR003250,A01995
FIR009664,A01253
FIR005844,A00963
FIR007990,A01618
FIR006851,A00846
FIR006977,A00659
FIR007487,A01947
FIR003454,A01698
FIR009388,A00128
FIR008621,A01952
FIR006659,A00121
FIR001403,A00450
FIR006170,A01473
FIR005115,A00350
FIR002853,A00452
FIR002276,A01989
FIR002596,A01364
FIR005206,A01558
FIR005181,A01085
FIR009526,A01507
FIR006741,A00420
FIR009473,A00285
FIR007666,A01466
FIR001278,A00928
FIR005568,A01891
FIR008800,A01112
FIR005023,A00266
FIR000744,A01964
FIR006920,A01660
FIR007971,A00761
FIR000940,A00787
FIR005825,A01159
FIR000999,A01646
FIR001449,A01876
FIR001351,A00451
FIR008151,A01009
FIR002764,A00481
FIR008984,A00099
FIR000801,A00263
FIR002264,A01145
FIR000624,A01332
FIR003797,A00220
FIR009885,A01888
FIR009148,A00523
FIR006035,A00623
FIR006578,A01053
FIR003856,A00047
FIR009867,A01122
FIR003200,A01150
FIR008071,A00216
FIR009047,A01027
FIR008070,A01556
FIR009415,A00675
FIR002136,A00970
FIR008239,A01086
FIR006490,A01497
FIR003027,A00884
FIR005447,A01963
FIR009390,A00322
FIR000280,A01237
FIR007627,A00841
FIR005477,A01397
FIR001664,A00238
FIR008013,A01925
FIR008042,A00984
FIR007257,A01268
FIR005261,A01597
FIR003116,A00962
FIR008156,A00406
FIR002566,A00625
FIR002865,A00624
FIR002144,A00349
FIR003189,A00039
FIR003450,A01568
FIR004654,A01189
FIR005264,A01742
FIR001384,A00773
FIR001328,A01987
FIR000345,A00368
FIR009015,A01021
FIR005826,A00019
FIR003319,A01996
FIR005111,A00793
FIR001856,A00583
FIR009458,A00642
FIR003890,A00030
FIR002416,A01018
FIR007995,A00304
FIR002488,A00429
FIR007644,A01143
FIR006549,A01948
FIR000546,A01680
FIR006001,A00165
FIR007174,A00718
FIR002561,A01310
FIR000400,A00552
FIR006316,A01627
FIR008937,A01619
FIR007697,A00281
FIR003025,A00897
FIR002713,A00617
FIR009555,A01857
FIR005034,A00793
FIR009690,A00234
FIR007319,A01300
FIR000849,A00289
FIR003383,A00514
FIR001574,A00453
FIR006088,A00135
FIR001000,A01676
FIR002126,A01675
FIR002817,A00552
FIR003862,A01343
FIR002318,A01009
FIR005794,A00946
FIR005899,A00208
FIR006254,A01500
FIR002841,A01271
FIR009277,A01893
FIR007734,A01087
FIR008567,A00107
FIR008962,A01180
FIR005384,A00659
FIR007757,A00836
FIR003533,A00520
FIR005176,A01796
FIR003387,A01865
FIR002640,A00689
FIR005488,A00033
FIR006966,A01164
FIR004233,A01737
FIR007955,A00728
FIR004144,A01164
FIR000072,A01777
FIR004847,A00761
FIR007201,A01320
FIR001695,A01860
FIR006796,A01323
FIR002958,A01808
FIR005201,A01206
FIR005768,A01707
FIR005070,A01359
FIR007742,A00723
FIR006594,A01148
FIR006205,A01716
FIR000638,A01154
FIR002732,A01025
FIR007468,A00755
FIR005606,A00346
FIR009705,A01655
FIR009195,A01329
FIR003532,A01264
FIR002041,A01815
FIR004943,A00406
FIR008375,A00179
FIR003585,A01629
FIR008083,A01540
FIR000381,A01322
FIR002053,A01064
FIR008203,A00945
FIR002176,A01250
FIR009369,A00968
FIR009450,A00237
FIR005083,A01359
FIR002331,A00431
FIR001834,A01980
FIR009286,A00539
FIR009697,A00415
FIR005633,A01977
FIR003570,A01935
FIR007707,A00005
FIR008589,A00167
FIR000790,A00212
FIR006977,A01215
FIR002749,A01996
FIR007131,A00061
FIR009159,A01306
FIR002891,A01764
FIR008156,A00114
FIR000840,A00850
FIR007328,A00163
FIR003818,A01446
FIR006408,A01496
FIR003287,A00016
FIR004512,A00498
FIR000639,A00948
FIR003634,A01907
FIR005316,A01456
FIR006177,A01285
FIR005313,A00353
FIR002535,A00338
FIR004585,A00616
FIR009443,A01661
FIR002788,A00022
FIR006507,A01289
FIR009119,A00010
FIR000304,A00826
FIR001065,A00531
FIR003354,A00668
FIR002825,A00480
FIR003373,A01892
FIR006153,A00968
FIR007640,A00989
FIR001861,A01231
FIR000433,A01702
FIR007537,A01252
FIR004868,A01516
FIR002948,A01763
FIR007038,A01096
FIR000891,A01703
FIR005457,A01375
FIR001178,A00360
FIR004991,A01098
FIR000738,A01783
FIR007907,A00768
FIR008509,A01401
FIR009082,A01239
FIR000207,A01780
FIR003772,A01281
FIR008496,A00102
FIR000211,A01944
FIR002691,A01179
FIR009697,A01217
FIR003351,A00511
FIR001120,A01228
FIR005382,A01410
FIR004995,A01316
FIR007939,A01997
FIR005258,A00210
FIR006595,A00946
FIR002258,A01172
FIR004903,A01787
FIR001812,A01717
FIR008615,A00479
FIR009874,A00722
FIR000567,A00666
FIR003763,A01422
FIR006429,A01550
FIR006921,A01771
FIR001638,A00459
FIR007407,A01319
FIR004263,A00600
FIR004973,A00040
FIR003828,A01255
FIR007768,A00406
FIR001577,A01229
FIR009775,A01080
FIR000142,A01697
FIR009333,A00419
FIR003458,A01236
FIR006220,A01579
FIR000636,A01575
FIR006274,A00707
FIR002505,A00380
FIR000470,A01309
FIR006943,A01294
FIR003763,A00109
FIR004911,A00647
FIR005547,A00224
FIR008503,A00051
FIR001281,A01391
FIR009343,A01744
FIR002773,A01683
FIR006422,A00565
FIR004897,A00124
FIR007533,A01653
FIR003797,A00178
FIR002875,A01728
FIR009583,A00445
FIR002182,A00999
FIR000064,A00743
FIR006672,A01644
FIR005539,A01205
FIR004651,A00112
FIR004071,A01498
FIR007164,A01059
FIR005896,A01717
FIR006975,A01247
FIR000443,A00093
FIR009243,A01948
FIR003973,A01431
FIR002506,A00382
FIR008982,A00479
FIR007886,A00404
FIR004140,A01818
FIR004555,A00202
FIR001999,A01851
FIR001719,A01492
FIR001418,A00539
FIR003105,A01648
FIR002636,A01895
FIR001520,A01919
FIR000786,A01667
FIR006498,A01118
FIR005552,A01892
FIR009135,A00315
FIR001620,A00822
FIR006187,A00707
FIR008094,A01141
FIR005046,A00580
FIR007046,A01587
FIR006217,A01890
FIR006411,A01148
FIR008585,A01598
FIR007405,A00011
FIR002300,A01155
FIR007818,A01702
FIR004275,A01857
FIR001157,A01096
FIR004973,A00076
FIR000803,A00762
FIR002284,A00636
FIR008174,A00632
FIR007227,A00982
FIR005076,A01343
FIR001589,A00272
FIR003106,A01961
FIR006234,A00767
FIR001624,A00953
FIR006525,A00331
FIR003919,A00793
FIR008276,A01371
FIR002295,A01113
FIR006514,A00913
FIR008828,A01089
FIR005547,A00218
FIR003310,A00727
FIR006284,A01144
FIR003048,A00602
FIR009876,A01642
FIR008826,A01686
FIR000782,A00785
FIR004525,A01468
FIR003317,A01407
FIR006183,A01424
FIR005991,A01467
FIR005188,A01516
FIR003496,A00202
FIR001763,A00256
FIR005657,A00304
FIR005944,A01923
FIR003533,A01588
FIR002123,A01252
FIR000613,A01807
FIR005881,A00656
FIR009472,A01400
FIR009140,A00604
FIR007024,A00287
FIR009141,A00385
FIR002070,A00527
FIR003223,A00580
FIR000086,A00507
FIR009798,A01404
FIR008164,A00198
FIR006376,A01144
FIR001559,A01106
FIR004656,A01525
FIR003232,A01270
FIR005404,A00924
FIR004987,A01074
FIR005827,A00561
FIR002439,A01825
FIR006273,A00443
FIR000313,A00899
FIR005981,A00106
FIR005969,A01592
FIR006436,A01870
FIR005740,A01971
FIR004950,A00217
FIR006393,A00507
FIR008990,A01559
FIR003650,A01876
FIR001259,A00598
FIR005996,A01657
FIR007158,A00016
FIR002016,A00182
FIR007627,A00870
FIR009924,A01654
FIR000748,A01095
FIR003441,A00334
FIR006888,A01541
FIR004074,A01885
FIR004013,A00883
FIR005634,A01422
FIR004634,A00803
FIR001633,A01043
FIR002873,A00768
FIR004936,A01493
FIR003473,A01707
FIR002421,A00463
FIR009298,A01793
FIR000584,A01743
FIR008212,A01404
FIR007046,A00304
FIR005967,A01843
FIR003905,A01053
FIR007921,A01342
FIR007241,A00715
FIR001624,A00653
FIR009358,A00110
FIR009458,A00573
FIR004992,A00276
FIR009103,A00319
FIR004826,A01816
FIR004067,A01737
FIR005881,A00923
FIR007778,A01367
FIR003849,A01307
FIR007202,A00623
FIR000356,A01544
FIR000058,A00194
FIR006527,A00902
FIR007461,A01275
FIR008796,A00854
FIR007913,A01386
FIR009648,A00846
FIR002086,A01062
FIR007342,A01821
FIR001321,A01546
FIR004748,A01803
FIR007160,A00796
FIR004041,A00563
FIR001332,A01872
FIR003254,A00829
FIR003336,A00382
FIR005136,A00287
FIR006337,A01643
FIR000855,A01524
FIR006660,A00064
FIR001360,A01816
FIR003494,A01610
FIR008540,A01822
FIR002693,A01859
FIR007900,A00695
FIR007154,A01535
FIR004923,A00652
FIR000109,A01108
FIR000514,A00407
FIR000085,A00405
FIR009174,A00209
FIR003503,A00477
FIR006291,A00039
FIR002720,A00819
FIR004776,A00148
FIR002544,A00778
FIR002461,A01454
FIR001936,A01524
FIR008244,A00262
FIR003275,A01790
FIR007720,A01787
FIR000478,A00524
FIR007247,A01380
FIR001137,A00589
FIR007315,A01895
FIR003198,A00632
FIR001073,A01429
FIR005535,A00091
FIR000341,A01333
FIR001665,A00546
FIR001276,A01289
FIR004430,A00327
FIR000705,A00434
FIR009414,A00434
FIR004256,A00855
FIR003992,A01562
FIR005791,A01744
FIR000017,A00892
FIR007255,A00896
FIR007187,A00324
FIR004679,A00707
FIR007400,A00088
FIR006434,A00678
FIR009273,A00347
FIR008572,A01041
FIR004815,A00898
FIR000023,A01575
FIR003723,A01985
FIR006336,A01901
FIR000341,A01304
FIR009616,A00042
FIR004483,A01913
FIR002569,A00133
FIR000543,A00525
FIR002362,A00360
FIR004351,A01877
FIR007443,A00361
FIR007624,A01131
FIR002728,A01227
FIR006914,A00144
FIR004229,A00209
FIR009474,A01749
FIR009399,A01729
FIR006700,A01136
FIR001918,A00299
FIR003925,A01761
FIR002722,A00019
FIR008169,A00109
FIR003596,A01653
FIR003678,A01600
FIR008142,A01881
FIR005084,A00066
FIR004671,A00164
FIR007061,A00274
FIR008236,A00428
FIR008535,A01788
FIR009883,A01963
FIR009779,A00229
FIR005177,A01438
FIR006831,A00940
FIR005975,A00840
FIR009126,A00924
FIR005212,A01015
FIR005878,A01983
FIR004878,A01595
FIR008156,A01796
FIR009952,A01727
FIR008185,A00553
FIR004599,A00736
FIR001623,A00953
FIR008306,A01369
FIR006390,A00404
FIR002001,A00064
FIR007415,A01221
FIR008385,A01324
FIR007188,A00298
FIR001015,A00420
FIR003958,A00099
FIR009720,A01308
FIR007185,A01894
FIR002604,A01410
FIR001754,A01238
FIR009899,A01239
FIR004120,A00305
FIR006826,A00658
FIR000318,A01831
FIR008071,A00108
FIR007184,A00583
FIR005765,A00221
FIR009901,A00649
FIR009119,A01228
FIR009067,A01984
FIR009118,A01420
FIR009002,A00595
FIR002726,A01038
FIR001247,A01018
FIR000872,A00953
FIR003059,A00002
FIR000072,A01827
FIR004625,A00131
FIR006343,A00191
FIR002060,A01678
FIR007762,A00220
FIR005560,A01969
FIR007238,A01836
FIR000734,A00866
FIR008764,A00154
FIR006782,A01576
FIR008472,A00690
FIR002404,A01764
FIR001706,A00011
FIR002703,A00204
FIR009537,A01344
FIR007572,A00669
FIR009327,A01953
FIR003404,A01040
FIR003472,A01043
FIR006044,A01232
FIR003785,A01245
FIR009170,A01539
FIR001241,A01630
FIR009649,A01948
FIR002068,A00694
FIR006768,A01712
FIR004881,A01531
FIR001871,A01645
FIR006215,A00999
FIR004574,A01168
FIR009375,A00838
FIR005927,A01954
FIR003643,A01528
FIR008590,A00930
FIR005427,A00822
FIR004199,A00850
FIR005952,A00470
FIR009416,A01256
FIR004748,A00593
FIR000129,A01744
FIR009690,A00032
FIR002412,A00985
FIR006420,A00294
FIR008117,A00502
FIR004144,A01125
FIR000425,A00439
FIR007132,A00264
FIR007052,A00486
FIR002071,A00609
FIR002352,A01727
FIR003428,A01054
FIR000895,A00603
FIR008143,A01046
FIR006694,A00511
FIR004951,A01576
FIR003853,A00099
FIR008976,A01322
FIR009809,A01002
FIR006334,A00562
FIR006567,A00600
FIR008751,A00078
FIR009014,A01668
FIR001323,A01046
FIR004690,A01509
FIR005616,A01957
FIR009388,A01202
FIR007382,A01681
FIR007368,A01098
FIR008058,A00869
FIR005169,A00664
FIR002933,A01949
FIR001965,A00828
FIR006681,A00590
FIR001625,A00951
FIR004290,A01393
FIR002191,A00352
FIR004287,A00170
FIR008858,A01318
FIR001426,A00818
FIR003567,A00474
FIR004004,A00630
FIR008838,A01015
FIR000397,A00761
FIR007627,A01225
FIR003552,A01564
FIR005180,A01668
FIR000082,A01181
FIR002134,A00484
FIR008622,A01274
FIR005625,A00292
FIR005007,A00289
FIR003982,A01385
FIR003141,A00083
FIR006505,A00516
FIR005157,A00180
FIR004615,A01460
FIR003962,A00976
FIR006716,A00767
FIR005479,A01244
FIR006266,A00385
FIR001581,A00138
FIR007314,A00072
FIR007380,A00675
FIR004877,A01354
FIR006118,A01222
FIR001933,A01467
FIR002456,A00810
FIR007590,A00894
FIR003960,A01689
FIR008284,A01511
FIR008437,A01114
FIR008928,A00091
FIR002348,A01251
FIR003527,A01679
FIR002907,A00083
FIR009333,A01542
FIR001814,A00374
FIR007021,A01613
FIR006659,A00327
FIR007006,A00748
FIR003783,A01440
FIR009295,A01838
FIR005713,A00707
FIR005015,A01744
FIR002916,A00934
FIR006774,A01752
FIR002328,A01483
FIR001767,A00097
FIR000793,A01300
FIR001727,A00078
FIR002230,A01234
FIR006679,A00591
FIR009627,A00668
FIR006221,A00950
FIR005420,A00485
FIR002362,A00373
FIR001077,A01599
FIR006983,A01677
FIR005096,A00326
FIR008443,A00774
FIR002193,A00107
FIR004358,A00162
FIR002742,A01424
FIR007953,A00670
FIR009349,A01999
FIR004425,A00598
FIR007300,A01311
FIR005525,A01531
FIR001223,A01547
FIR001668,A00255
FIR001676,A00230
FIR005778,A01444
FIR001096,A01655
FIR006316,A01832
FIR007265,A00631
FIR002050,A01777
FIR007513,A00140
FIR005965,A00626
FIR002641,A00337
FIR004892,A00098
FIR007851,A01802
FIR006113,A01048
FIR007486,A00949
FIR001727,A01221
FIR000840,A00760
FIR008299,A00573
FIR008774,A01546
FIR000408,A01909
FIR001887,A01013
FIR009096,A01016
FIR002770,A00469
FIR003620,A00510
FIR000237,A01445
FIR008745,A01563
FIR001158,A01642
FIR003929,A01558
FIR005342,A01236
FIR007271,A00420
FIR005243,A01140
FIR005647,A00866
FIR002852,A01061
FIR005805,A01323
FIR003597,A00541
FIR007081,A00280
FIR004252,A01897
FIR005733,A01837
FIR004664,A01669
FIR006716,A00785
FIR005374,A00989
FIR004189,A01027
FIR004850,A01446
FIR006035,A00377
FIR004566,A01051
FIR005657,A00937
FIR008271,A01284
FIR002190,A01877
FIR005433,A01378
FIR009129,A00222
FIR001278,A01126
FIR000672,A00698
FIR000153,A01770
FIR008966,A01173
FIR009902,A00904
FIR001247,A00355
FIR005715,A01777
FIR002800,A00541
FIR005454,A00008
FIR004614,A01243
FIR009038,A00068
FIR001206,A01489
FIR004971,A01495
FIR003151,A00988
FIR000767,A01166
FIR005978,A01599
FIR005730,A01459
FIR007572,A00973
FIR003428,A00946
FIR006291,A01083
FIR002074,A01137
FIR007841,A00583
FIR004648,A00457
FIR006627,A00598
FIR008725,A00961
FIR001239,A00816
FIR009624,A00500
FIR006681,A00525
FIR002821,A01121
FIR001372,A00267
FIR004736,A01038
FIR009200,A00622
FIR006330,A00094
FIR005497,A00540
FIR006251,A00876
FIR008448,A00267
FIR004674,A01137
FIR003575,A01817
FIR007134,A01507
FIR000678,A00229
FIR005005,A01088
FIR007578,A01826
FIR004237,A00353
FIR008801,A01241
FIR008198,A00841
FIR009250,A00403
FIR006971,A00040
FIR001433,A00315
FIR008634,A01398
FIR003323,A01854
FIR008874,A00398
FIR001747,A00413
FIR001340,A00085
FIR008105,A00603
FIR001197,A00274
FIR006994,A01816
FIR002456,A01385
FIR000779,A00161
FIR007954,A00583
FIR001964,A01731
FIR006692,A01207
FIR006340,A00907
FIR002812,A00330
FIR000818,A00503
FIR003850,A01503
FIR008335,A01463
FIR005138,A01733
FIR009615,A00234
FIR007470,A01666
FIR006659,A01607
FIR009111,A00186
FIR009417,A01574
FIR008808,A00244
FIR007105,A00931
FIR007776,A00243
FIR007146,A00574
FIR001062,A01789
FIR003966,A00422
FIR008680,A00611
FIR004196,A01296
FIR001417,A00319
FIR006823,A01399
FIR007020,A00506
FIR005956,A00879
FIR007613,A01118
FIR004365,A00290
FIR009437,A01820
FIR003980,A01886
FIR001739,A00323
FIR008392,A00345
FIR005238,A00134
FIR000752,A01058
FIR008522,A01470
FIR004049,A00806
FIR008830,A01453
FIR001720,A00451
FIR002054,A01886
FIR000686,A00230
FIR008664,A00486
FIR000975,A01708
FIR002873,A01218
FIR004095,A00059
FIR009442,A00697
FIR003854,A01136
FIR006198,A01092
FIR008719,A01162
FIR004605,A01596
FIR001095,A00766
FIR003293,A01368
FIR009673,A01701
FIR005094,A01765
FIR006501,A00357
FIR003311,A00455
FIR004903,A01860
FIR003356,A01371
FIR001676,A01056
FIR000603,A01302
FIR000466,A01925
FIR005682,A01864
FIR005331,A01156
FIR005666,A00106
FIR009533,A00466
FIR006393,A01548
FIR008345,A01847
FIR005271,A01609
FIR003276,A00490
FIR006967,A01772
FIR006731,A00988
FIR009320,A01266
FIR008181,A01130
FIR000939,A00564
FIR003743,A01219
FIR000622,A00036
FIR008171,A01927
FIR008194,A01191
FIR000577,A01207
FIR005596,A01016
FIR003718,A01940
FIR008916,A01965
FIR004982,A00304
FIR001427,A00271
FIR004532,A00986
FIR001624,A01616
FIR001407,A00089
FIR006538,A00034
FIR002199,A00083
FIR004996,A01342
FIR001785,A01558
FIR004326,A01018
FIR009763,A00319
FIR006020,A00141
FIR001897,A01355
FIR005340,A00528
FIR009881,A01812
FIR009099,A00231
FIR009867,A01730
FIR000105,A00441
FIR007422,A01105
FIR009757,A01087
FIR001206,A00859
FIR007564,A01119
FIR008335,A00757
FIR006484,A01247
FIR001054,A01939
FIR002683,A01546
FIR009083,A00020
FIR000266,A00935
FIR008909,A01023
FIR001878,A01595
FIR004688,A01597
FIR007262,A01857
FIR004749,A01562
FIR004301,A00199
FIR007561,A01139
FIR009896,A01723
FIR001170,A00913
FIR008561,A01277
FIR001752,A00992
FIR004449,A00648
FIR009231,A00963
FIR009727,A01644
FIR000893,A01164
FIR000585,A00253
FIR005427,A01229
FIR006669,A01133
FIR008667,A00815
FIR000716,A00517
FIR001809,A01390
FIR002679,A01907
FIR002070,A01336
FIR006429,A00746
FIR007424,A00423
FIR006288,A01022
FIR006153,A00473
FIR007342,A00285
FIR000890,A01479
FIR007620,A01978
FIR007923,A01712
FIR004255,A01689
FIR000711,A00535
FIR006487,A01769
FIR001647,A01570
FIR002132,A00423
FIR003059,A00867
FIR000557,A01208
FIR003178,A00790
FIR006929,A01298
FIR009363,A00837
FIR000472,A00160
FIR002188,A00108
FIR001420,A01141
FIR003530,A00021
FIR004899,A00408
FIR001667,A00632
FIR005701,A00992
FIR005428,A01172
FIR009275,A00043
FIR003962,A01603
FIR001948,A01615
FIR004817,A00855
FIR000759,A01073
FIR005622,A01700
FIR004018,A01235
FIR000103,A01185
FIR009283,A00089
FIR005849,A00944
FIR001610,A01839
FIR009598,A01633
FIR000220,A01787
FIR007595,A00874
FIR002744,A01855
FIR002345,A01991
FIR009406,A01596
FIR006219,A01318
FIR008699,A00849
FIR008237,A01219
FIR004547,A01573
FIR009714,A01463
FIR006373,A01626
FIR008587,A00265
FIR006866,A00554
FIR000637,A00550
FIR009725,A00079
FIR005405,A01710
FIR003803,A01697
FIR006846,A01887
FIR001248,A01142
FIR004748,A00411
FIR002020,A01390
FIR006267,A00340
FIR005353,A01321
FIR000186,A00106
FIR008771,A00282
FIR006202,A01261
FIR004673,A00458
FIR008280,A00632
FIR001789,A00017
FIR002519,A01852
FIR008157,A01903
FIR007425,A00566
FIR008983,A01121
FIR009567,A01683
FIR004676,A01353
FIR002215,A00646
FIR008668,A00503
FIR001594,A00595
FIR002227,A01741
FIR005165,A00386
FIR003030,A01735
FIR004570,A01172
FIR004266,A01247
FIR007333,A00808
FIR006610,A01668
FIR001897,A01473
FIR007936,A00683
FIR003581,A00828
